Ret.Time	Absolute Intensity
7.387	68601
7.388	65386
7.390	64067
7.392	63869
7.393	63506
7.395	63413
7.397	63597
7.398	63231
7.400	62946
7.402	63396
7.403	63650
7.405	63029
7.407	61376
7.408	58802
7.410	56185
7.412	54857
7.413	54540
7.415	54463
7.417	54062
7.418	53117
7.420	51048
7.422	48660
7.423	47068
7.425	46392
7.427	45497
7.428	44896
7.430	45772
7.432	48019
7.433	50521
7.435	52892
7.437	55570
7.438	59636
7.440	64669
7.442	67917
7.443	68123
7.445	67724
7.447	68705
7.448	68255
7.450	64194
7.452	58819
7.453	55783
7.455	54486
7.457	53362
7.458	52427
7.460	51731
7.462	51018
7.463	51144
7.465	52570
7.467	54133
7.468	53883
7.470	52931
7.472	51862
7.473	50971
7.475	49815
7.477	48755
7.478	47549
7.480	46685
7.482	46678
7.483	46919
7.485	46526
7.487	45821
7.488	45566
7.490	46100
7.492	47048
7.493	48408
7.495	49895
7.497	50470
7.498	50033
7.500	49973
7.502	50486
7.503	50613
7.505	50128
7.507	49716
7.508	50267
7.510	51566
7.512	52429
7.513	52595
7.515	53648
7.517	55764
7.518	57280
7.520	57891
7.522	58316
7.523	58833
7.525	59607
7.527	60490
7.528	60794
7.530	60433
7.532	59967
7.533	59588
7.535	58939
7.537	57694
7.538	56214
7.540	56201
7.542	57950
7.543	58414
7.545	56292
7.547	54545
7.548	54979
7.550	55829
7.552	55882
7.553	55828
7.555	55740
7.557	55798
7.558	56842
7.560	57666
7.562	57116
7.563	55200
7.565	53557
7.567	52448
7.568	51107
7.570	49126
7.572	46895
7.573	45265
7.575	44256
7.577	43604
7.578	44087
7.580	46787
7.582	50608
7.583	53205
7.585	53746
7.587	52870
7.588	51172
7.590	49627
7.592	48249
7.593	47149
7.595	47655
7.597	49865
7.598	51765
7.600	52689
7.602	54088
7.603	56094
7.605	57438
7.607	57629
7.608	57767
7.610	58777
7.612	59962
7.613	59553
7.615	57846
7.617	56982
7.618	57027
7.620	57220
7.622	58065
7.623	60238
7.625	62074
7.627	62718
7.628	62872
7.630	63057
7.632	62956
7.633	63590
7.635	65873
7.637	68115
7.638	68263
7.640	67471
7.642	67387
7.643	67044
7.645	66009
7.647	65156
7.648	63777
7.650	61301
7.652	57820
7.653	54774
7.655	52932
7.657	52564
7.658	52042
7.660	51559
7.662	51917
7.663	53191
7.665	54211
7.667	54862
7.668	55914
7.670	58227
7.672	61605
7.673	65099
7.675	68070
7.677	69355
7.678	69018
7.680	67541
7.682	65416
7.683	62447
7.685	59521
7.687	57732
7.688	57386
7.690	56876
7.692	55064
7.693	53325
7.695	53204
7.697	53963
7.698	53486
7.700	52405
7.702	52130
7.703	53598
7.705	54873
7.707	55068
7.708	54198
7.710	53709
7.712	54057
7.713	54400
7.715	54062
7.717	53491
7.718	53662
7.720	54533
7.722	55293
7.723	55465
7.725	55557
7.727	56398
7.728	57068
7.730	56043
7.732	53905
7.733	52399
7.735	51739
7.737	51662
7.738	51777
7.740	52708
7.742	54514
7.743	57187
7.745	60591
7.747	65860
7.748	74420
7.750	86370
7.752	101099
7.753	117189
7.755	132993
7.757	146546
7.758	154338
7.760	154946
7.762	148982
7.763	138257
7.765	123615
7.767	107343
7.768	92131
7.770	79811
7.772	71452
7.773	67075
7.775	65205
7.777	64100
7.778	63473
7.780	63570
7.782	63721
7.783	63486
7.785	64175
7.787	66283
7.788	67994
7.790	66991
7.792	63491
7.793	61092
7.795	60058
7.797	58617
7.798	56406
7.800	56881
7.802	59568
7.803	61511
7.805	61317
7.807	60464
7.808	60298
7.810	61283
7.812	62586
7.813	63107
7.815	62793
7.817	62528
7.818	62574
7.820	62771
7.822	62697
7.823	61608
7.825	60026
7.827	60203
7.828	62530
7.830	63757
7.832	61479
7.833	57492
7.835	54846
7.837	54532
7.838	55807
7.840	57004
7.842	56735
7.843	56398
7.845	57006
7.847	57768
7.848	56904
7.850	55489
7.852	55095
7.853	56361
7.855	57610
7.857	57454
7.858	55821
7.860	53873
7.862	53537
7.863	55190
7.865	56687
7.867	56871
7.868	57700
7.870	59556
7.872	60288
7.873	59612
7.875	58758
7.877	58191
7.878	57572
7.880	56724
7.882	54835
7.883	52320
7.885	50892
7.887	51447
7.888	52723
7.890	53371
7.892	53456
7.893	53596
7.895	54148
7.897	54769
7.898	55006
7.900	54677
7.902	54154
7.903	53692
7.905	53420
7.907	54084
7.908	55972
7.910	58358
7.912	60138
7.913	61619
7.915	62063
7.917	60715
7.918	58881
7.920	58755
7.922	60491
7.923	62500
7.925	64427
7.927	66127
7.928	67455
7.930	68440
7.932	68913
7.933	69440
7.935	71015
7.937	73053
7.938	74102
7.940	75174
7.942	76223
7.943	76634
7.945	75139
7.947	73050
7.948	71612
7.950	71923
7.952	72029
7.953	70592
7.955	68390
7.957	66963
7.958	66891
7.960	67111
7.962	66001
7.963	64076
7.965	63246
7.967	63169
7.968	63271
7.970	64591
7.972	66975
7.973	67839
7.975	65668
7.977	62475
7.978	61203
7.980	61793
7.982	61879
7.983	61046
7.985	61532
7.987	63945
7.988	65269
7.990	64371
7.992	62985
7.993	62426
7.995	62420
7.997	63079
7.998	63449
8.000	62019
8.002	59259
8.003	57792
8.005	58558
8.007	61048
8.008	63137
8.010	64299
8.012	64125
8.013	63608
8.015	62697
8.017	61699
8.018	60253
8.020	59382
8.022	59645
8.023	59669
8.025	58390
8.027	57290
8.028	57908
8.030	58932
8.032	58093
8.033	56291
8.035	55929
8.037	57363
8.038	59545
8.040	61452
8.042	62950
8.043	64774
8.045	66729
8.047	67056
8.048	65584
8.050	64577
8.052	64518
8.053	64023
8.055	62818
8.057	61535
8.058	60987
8.060	61327
8.062	62354
8.063	63178
8.065	62908
8.067	62156
8.068	61313
8.070	60756
8.072	61004
8.073	62081
8.075	62341
8.077	60850
8.078	59405
8.080	58768
8.082	57924
8.083	56122
8.085	54377
8.087	54451
8.088	56736
8.090	59706
8.092	61628
8.093	62233
8.095	61947
8.097	61039
8.098	59779
8.100	58482
8.102	57800
8.103	58622
8.105	59794
8.107	59263
8.108	57369
8.110	56282
8.112	55762
8.113	54486
8.115	53604
8.117	54639
8.118	55856
8.120	55542
8.122	55248
8.123	56692
8.125	58550
8.127	58993
8.128	58585
8.130	59110
8.132	60171
8.133	60897
8.135	61185
8.137	61762
8.138	61820
8.140	60615
8.142	59788
8.143	61077
8.145	64146
8.147	66808
8.148	69444
8.150	73965
8.152	80661
8.153	87126
8.155	91505
8.157	93286
8.158	92381
8.160	89450
8.162	86210
8.163	83963
8.165	82646
8.167	81639
8.168	80561
8.170	79518
8.172	78263
8.173	75798
8.175	72586
8.177	70511
8.178	69735
8.180	69140
8.182	68442
8.183	68924
8.185	70174
8.187	70474
8.188	70075
8.190	70586
8.192	71682
8.193	71521
8.195	69704
8.197	67950
8.198	67645
8.200	68250
8.202	67472
8.203	65249
8.205	64080
8.207	64537
8.208	64162
8.210	62695
8.212	61734
8.213	61761
8.215	61912
8.217	62040
8.218	61723
8.220	60854
8.222	60954
8.223	62363
8.225	63826
8.227	65004
8.228	66386
8.230	66529
8.232	64614
8.233	62190
8.235	61210
8.237	60582
8.238	59559
8.240	58991
8.242	59763
8.243	60367
8.245	60008
8.247	59381
8.248	56836
8.250	54230
8.252	54617
8.253	58710
8.255	63584
8.257	70058
8.258	81679
8.260	102383
8.262	134688
8.263	176908
8.265	228574
8.267	291012
8.268	361458
8.270	430070
8.272	486483
8.273	525502
8.275	546797
8.277	550764
8.278	540307
8.280	520986
8.282	497879
8.283	472512
8.285	445991
8.287	419638
8.288	393709
8.290	368282
8.292	343502
8.293	320648
8.295	300756
8.297	283636
8.298	267956
8.300	253483
8.302	241288
8.303	232527
8.305	225874
8.307	217866
8.308	207298
8.310	196111
8.312	185664
8.313	177041
8.315	171184
8.317	167516
8.318	163291
8.320	158502
8.322	154569
8.323	150867
8.325	145665
8.327	140619
8.328	138720
8.330	137974
8.332	134229
8.333	128065
8.335	124052
8.337	122865
8.338	121069
8.340	117297
8.342	113717
8.343	111541
8.345	109331
8.347	106173
8.348	103850
8.350	102850
8.352	101817
8.353	100567
8.355	100664
8.357	101550
8.358	101486
8.360	100620
8.362	99379
8.363	98357
8.365	98891
8.367	101291
8.368	103973
8.370	105194
8.372	104675
8.373	103595
8.375	103961
8.377	104152
8.378	102977
8.380	101347
8.382	100485
8.383	98621
8.385	96062
8.387	93968
8.388	92343
8.390	90858
8.392	89293
8.393	86135
8.395	81749
8.397	79510
8.398	80209
8.400	80087
8.402	77463
8.403	74362
8.405	73403
8.407	73942
8.408	75403
8.410	76777
8.412	76972
8.413	74720
8.415	72034
8.417	70810
8.418	70199
8.420	68772
8.422	67170
8.423	66394
8.425	66795
8.427	67307
8.428	65688
8.430	62919
8.432	62099
8.433	64065
8.435	66317
8.437	67699
8.438	68103
8.440	67755
8.442	67707
8.443	68063
8.445	67415
8.447	65338
8.448	63892
8.450	63857
8.452	64802
8.453	66574
8.455	68245
8.457	67938
8.458	66248
8.460	64898
8.462	63819
8.463	63264
8.465	64362
8.467	66292
8.468	66952
8.470	66567
8.472	66669
8.473	67348
8.475	67876
8.477	67728
8.478	67432
8.480	67368
8.482	67939
8.483	68858
8.485	69648
8.487	69872
8.488	69508
8.490	68788
8.492	67792
8.493	66829
8.495	66242
8.497	66723
8.498	68365
8.500	69726
8.502	69471
8.503	68405
8.505	67178
8.507	65568
8.508	64498
8.510	65105
8.512	66306
8.513	66171
8.515	65028
8.517	63329
8.518	61518
8.520	60624
8.522	60857
8.523	61068
8.525	60092
8.527	59511
8.528	60191
8.530	61591
8.532	62627
8.533	63407
8.535	64117
8.537	63911
8.538	62825
8.540	61271
8.542	60466
8.543	60877
8.545	61867
8.547	61292
8.548	59667
8.550	58328
8.552	58241
8.553	58661
8.555	60721
8.557	64039
8.558	66279
8.560	65994
8.562	65532
8.563	67097
8.565	69266
8.567	70292
8.568	70060
8.570	69176
8.572	66675
8.573	63774
8.575	62239
8.577	62609
8.578	62656
8.580	61970
8.582	61549
8.583	61299
8.585	60474
8.587	59054
8.588	58292
8.590	58361
8.592	58548
8.593	58578
8.595	58646
8.597	58868
8.598	58542
8.600	57203
8.602	56442
8.603	56666
8.605	56664
8.607	55515
8.608	55246
8.610	56140
8.612	56497
8.613	56277
8.615	56119
8.617	55523
8.618	54112
8.620	54190
8.622	56044
8.623	57064
8.625	55851
8.627	54294
8.628	53156
8.630	52004
8.632	51093
8.633	50903
8.635	52456
8.637	55707
8.638	58644
8.640	59308
8.642	59211
8.643	59436
8.645	59038
8.647	57485
8.648	56511
8.650	57097
8.652	58725
8.653	61166
8.655	62992
8.657	62586
8.658	60610
8.660	60255
8.662	61423
8.663	62069
8.665	61914
8.667	61056
8.668	58861
8.670	56776
8.672	57336
8.673	60137
8.675	61735
8.677	61196
8.678	59976
8.680	58805
8.682	57268
8.683	56656
8.685	58014
8.687	58963
8.688	57239
8.690	54933
8.692	54072
8.693	53700
8.695	53175
8.697	53586
8.698	55011
8.700	56236
8.702	56641
8.703	55763
8.705	54481
8.707	54316
8.708	55849
8.710	57633
8.712	58476
8.713	57514
8.715	55191
8.717	53093
8.718	53256
8.720	55186
8.722	57212
8.723	57405
8.725	56020
8.727	54211
8.728	52833
8.730	52140
8.732	52259
8.733	53021
8.735	54054
8.737	55728
8.738	57501
8.740	57715
8.742	56320
8.743	54866
8.745	54634
8.747	54896
8.748	55322
8.750	55268
8.752	55184
8.753	54451
8.755	53442
8.757	52498
8.758	52339
8.760	52976
8.762	53923
8.763	54894
8.765	54597
8.767	53486
8.768	52638
8.770	52767
8.772	52815
8.773	52880
8.775	52548
8.777	52048
8.778	50991
8.780	49964
8.782	49295
8.783	49947
8.785	50964
8.787	50535
8.788	48667
8.790	46858
8.792	45844
8.793	44580
8.795	44200
8.797	44344
8.798	44677
8.800	44889
8.802	46340
8.803	47915
8.805	48276
8.807	47097
8.808	45868
8.810	45572
8.812	46260
8.813	46233
8.815	45169
8.817	44176
8.818	44990
8.820	47273
8.822	48721
8.823	48595
8.825	48056
8.827	47755
8.828	47687
8.830	48391
8.832	49471
8.833	49720
8.835	49742
8.837	49564
8.838	48418
8.840	46951
8.842	46397
8.843	46081
8.845	45679
8.847	46460
8.848	48500
8.850	50164
8.852	50450
8.853	50366
8.855	50996
8.857	52147
8.858	52807
8.860	52182
8.862	51316
8.863	51692
8.865	52207
8.867	51145
8.868	49936
8.870	49188
8.872	47926
8.873	47030
8.875	48197
8.877	49700
8.878	49181
8.880	48337
8.882	48644
8.883	49228
8.885	48058
8.887	46401
8.888	45606
8.890	45656
8.892	45506
8.893	45376
8.895	45331
8.897	45063
8.898	45026
8.900	45799
8.902	47246
8.903	48468
8.905	49362
8.907	49738
8.908	49748
